mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
10	9	24	24	1.0	0	1/2	Chord	3/4	13	1	1/4	1/4	1	289													
11	10	25	25	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	290													
11	10	26	26	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	291													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	292													
11	10	25	25	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	293													
11	10	26	26	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	294													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	295													
11	10	25	25	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	296													
11	10	26	26	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	297													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	298													
11	10	25	25	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	299													12
11	10	26	26	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	300													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	301													
11	10	25	25	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	302	wir												13
11	10	26	26	1.0	1/4	1/4	Chord	3/4	9	1	1/4	1/4	1	303													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	304	ihm												
11	10	25	25	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	305													14
11	10	26	26	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	306													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	307													
11	10	25	25	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	308													15
11	10	26	26	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	309													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	310													
11	10	25	25	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	311													16
11	10	26	26	1.0	1/4	1/4	Chord	3/4	11	1	1/4	1/4	1	312													
11	10	27	27	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	313													
11	10	25	25	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	314													17
11	10	51/2	51/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	315													17
11	10	26	26	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	316													17
11	10	53/2	53/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	317													
11	10	27	27	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	318													
11	10	55/2	55/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	319													
11	10	25	25	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	320													
11	10	51/2	51/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	321													
11	10	26	26	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/8	6	4	2	
11	10	26	26	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	322													
11	10	53/2	53/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	323													
11	10	27	27	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	7	4	2	
11	10	27	27	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	324													
11	10	55/2	55/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	325													
11	10	25	25	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	326													
11	10	51/2	51/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	327													
11	10	26	26	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	328													
11	10	53/2	53/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	329													
11	10	27	27	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	330													
11	10	55/2	55/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	331													
12	11	28	28	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	332													
12	11	30	30	0.5	1/2	1/2	Chord	3/4	5	1	1/8	1/8	1	333													
12	11	61/2	61/2	0.5	5/8	5/8	Chord	3/4	5	1	1/8	1/8	1	334													
12	11	28	28	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	335													
12	11	30	30	0.5	1/2	1/2	Chord	3/4	6	1	1/8	1/8	1	336													
12	11	61/2	61/2	0.5	5/8	5/8	Chord	3/4	6	1	1/8	1/8	1	337													
12	11	28	28	0.5	0	0	Chord	3/4	7	1	1/8	1/8	1	338													
12	11	57/2	57/2	0.5	1/8	1/8	Chord	3/4	7	1	1/8	1/8	1	339													
12	11	29	29	0.5	1/4	1/4	Chord	3/4	7	1	1/8	1/8	1	340													
12	11	59/2	59/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	341													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	342													
12	11	28	28	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	343													18
12	11	29	29	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	344													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	345													
12	11	28	28	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	346	fest												
12	11	30	30	0.5	1/2	1/2	Chord	3/4	9	1	1/8	1/8	1	347	ver-												
12	11	61/2	61/2	0.5	5/8	5/8	Chord	3/4	9	1	1/8	1/8	1	348													
12	11	28	28	0.5	0	0	Chord	3/4	9	2	1/8	1/8	1	349													19
12	11	57/2	57/2	0.5	1/8	1/8	Chord	3/4	9	2	1/8	1/8	1	350													19
12	11	29	29	0.5	1/4	1/4	Chord	3/4	9	2	1/8	1/8	1	351													19
12	11	59/2	59/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	352													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	353													
12	11	28	28	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	354													
12	11	30	30	0.5	1/2	1/2	Chord	3/4	10	1	1/8	1/8	1	355													
12	11	61/2	61/2	0.5	5/8	5/8	Chord	3/4	10	1	1/8	1/8	1	356													
12	11	28	28	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	357													20
12	11	29	29	1.0	1/4	1/4	Chord	3/4	11	1	1/4	1/4	1	358													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	359													
12	11	28	28	2.0	0	0	Chord	3/4	11	2	1/2	1/2	1	360													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	361													
12	11	28	28	0.0	0	0	FiguredBass	3/4	12	1	0												1/4	4			
12	11	28	28	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	362													
12	11	29	29	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/4	3			
12	11	30	30	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	6			
12	11	30	30	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	363													
12	11	61/2	61/2	0.0	5/8	5/8	FiguredBass	3/4	12	1	0												1/8	5			
12	11	28	28	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	364													
12	11	30	30	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	365													
13	12	31	31	0.5	0	0	Chord	3/4	5	1	1/8	1/8	1	366													
13	12	63/2	63/2	0.5	1/8	1/8	Chord	3/4	5	1	1/8	1/8	1	367													
13	12	32	32	2.0	1/4	1/4	Chord	3/4	5	1	1/2	1/2	1	368			ornamentTrill										
13	12	31	31	0.5	0	0	Chord	3/4	6	1	1/8	1/8	1	369													
13	12	63/2	63/2	0.5	1/8	1/8	Chord	3/4	6	1	1/8	1/8	1	370													
13	12	32	32	2.0	1/4	1/4	Chord	3/4	6	1	1/2	1/2	1	371			ornamentTrill										
13	12	31	31	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	372													
13	12	32	32	0.5	1/4	1/4	Chord	3/4	7	1	1/8	1/8	1	373													
13	12	65/2	65/2	0.5	3/8	3/8	Chord	3/4	7	1	1/8	1/8	1	374													
13	12	33	33	0.5	1/2	1/2	Chord	3/4	7	1	1/8	1/8	1	375													
13	12	67/2	67/2	0.5	5/8	5/8	Chord	3/4	7	1	1/8	1/8	1	376													
13	12	31	31	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	377													21
13	12	33	33	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	378													
13	12	31	31	0.5	0	0	Chord	3/4	9	1	1/8	1/8	1	379	-trau-												22
13	12	63/2	63/2	0.5	1/8	1/8	Chord	3/4	9	1	1/8	1/8	1	380													22
13	12	32	32	2.0	1/4	1/4	Chord	3/4	9	1	1/2	1/2	1	381			ornamentTrill										
13	12	31	31	1.0	0	0	Chord	3/4	9	2	1/4	1/4	1	382													23
13	12	32	32	0.5	1/4	1/4	Chord	3/4	9	2	1/8	1/8	1	383													23
13	12	65/2	65/2	0.5	3/8	3/8	Chord	3/4	9	2	1/8	1/8	1	384													23
13	12	33	33	0.5	1/2	1/2	Chord	3/4	9	2	1/8	1/8	1	385													23
13	12	67/2	67/2	0.5	5/8	5/8	Chord	3/4	9	2	1/8	1/8	1	386													
13	12	31	31	0.5	0	0	Chord	3/4	10	1	1/8	1/8	1	387													24
13	12	63/2	63/2	0.5	1/8	1/8	Chord	3/4	10	1	1/8	1/8	1	388													24
13	12	32	32	2.0	1/4	1/4	Chord	3/4	10	1	1/2	1/2	1	389			ornamentTrill										
13	12	31	31	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	390													25
13	12	33	33	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	391													
13	12	31	31	1.0	0	0	Chord	3/4	11	2	1/4	1/4	1	392													26
13	12	32	32	1.0	1/4	1/4	Chord	3/4	11	2	1/4	1/4	1	393													26
13	12	33	33	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	394													
13	12	31	31	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	395													
13	12	32	32	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/4	6	5		
13	12	32	32	1.0	1/4	1/4	Chord	3/4	12	1	1/4	1/4	1	396													
13	12	33	33	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/4	#			
13	12	33	33	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	397													
13	12	31	31	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	398													
13	12	32	32	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	399													
13	12	33	33	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	400													
14	13	34	34	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	401													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	402													
14	13	34	34	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	403													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	404													
14	13	34	34	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	405													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	406													
14	13	34	34	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	407													
14	13	36	36	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	408													27
14	13	73/2	73/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	409													27
14	13	34	34	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	410	-en,												
14	13	36	36	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	411	gänz-												
14	13	34	34	2.0	0	0	Chord	3/4	9	2	1/2	1/2	1	412													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	413													
14	13	34	34	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	414													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	415													
14	13	34	34	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	416													
14	13	36	36	0.5	1/2	1/2	Chord	3/4	11	1	1/8	1/8	1	417													28
14	13	73/2	73/2	0.5	5/8	5/8	Chord	3/4	11	1	1/8	1/8	1	418													28
14	13	34	34	2.0	0	0	Chord	3/4	11	2	1/2	1/2	1	419													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	420													
14	13	34	34	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	421													
14	13	36	36	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	5			
14	13	36	36	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	422													
14	13	73/2	73/2	0.0	5/8	5/8	FiguredBass	3/4	12	1	0												1/8	6			
14	13	34	34	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	423													
14	13	36	36	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	424													
15	14	37	37	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	425													
15	14	38	38	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	426													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	427													
15	14	37	37	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	428													
15	14	38	38	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	429													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	430													
15	14	37	37	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	431													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	432													
15	14	37	37	0.5	0	0	Chord	3/4	8	1	1/8	1/8	1	433													27
15	14	75/2	75/2	0.5	1/8	1/8	Chord	3/4	8	1	1/8	1/8	1	434													
15	14	38	38	0.5	1/4	1/4	Chord	3/4	8	1	1/8	1/8	1	435													
15	14	77/2	77/2	0.5	3/8	3/8	Chord	3/4	8	1	1/8	1/8	1	436													
15	14	39	39	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	437													
15	14	79/2	79/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	438													
15	14	37	37	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	439	-lich												29
15	14	38	38	1.0	1/4	1/4	Chord	3/4	9	1	1/4	1/4	1	440													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	441	ver-												
15	14	37	37	2.0	0	0	Chord	3/4	9	2	1/2	1/2	1	442													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	443	ver-												
15	14	37	37	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	444													30
15	14	38	38	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	445													
15	14	39	39	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	446													
15	14	37	37	0.5	0	0	Chord	3/4	11	1	1/8	1/8	1	447													28
15	14	75/2	75/2	0.5	1/8	1/8	Chord	3/4	11	1	1/8	1/8	1	448													
15	14	38	38	0.5	1/4	1/4	Chord	3/4	11	1	1/8	1/8	1	449													
15	14	77/2	77/2	0.5	3/8	3/8	Chord	3/4	11	1	1/8	1/8	1	450													
15	14	39	39	0.5	1/2	1/2	Chord	3/4	11	1	1/8	1/8	1	451													
15	14	79/2	79/2	0.5	5/8	5/8	Chord	3/4	11	1	1/8	1/8	1	452													
15	14	37	37	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	453													
15	14	75/2	75/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	454													
15	14	38	38	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	455													
15	14	77/2	77/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	456													
15	14	39	39	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	457													31
15	14	79/2	79/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	458													31
15	14	37	37	0.0	0	0	FiguredBass	3/4	12	1	0												1/8	6			
15	14	37	37	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	459													
15	14	75/2	75/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	460													
15	14	38	38	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/8	6			
15	14	38	38	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	461													
15	14	77/2	77/2	0.0	3/8	3/8	FiguredBass	3/4	12	1	0												1/8	6			
15	14	77/2	77/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	462													
15	14	39	39	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/8	5			
15	14	39	39	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	463													
15	14	79/2	79/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	464													
15	14	37	37	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	465													
15	14	75/2	75/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	466													
15	14	38	38	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	467													
15	14	77/2	77/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	468													
15	14	39	39	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	469													
15	14	79/2	79/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	470													
16	15	40	40	0.5	0	0	Chord	3/4	5	1	1/8	1/8	1	471													
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	5	1	1/8	1/8	1	472													
16	15	41	41	2.0	1/4	1/4	Chord	3/4	5	1	1/2	1/2	1	473			ornamentTrill										
16	15	40	40	0.5	0	0	Chord	3/4	6	1	1/8	1/8	1	474													
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	6	1	1/8	1/8	1	475													
16	15	41	41	2.0	1/4	1/4	Chord	3/4	6	1	1/2	1/2	1	476			ornamentTrill										
16	15	40	40	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	477													
16	15	42	42	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	478													
16	15	40	40	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	479													
16	15	41	41	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	480													
16	15	42	42	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	481													
16	15	85/2	85/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	482													
16	15	40	40	0.5	0	0	Chord	3/4	9	1	1/8	1/8	1	483	-lass'n												
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	9	1	1/8	1/8	1	484													
16	15	41	41	2.0	1/4	1/4	Chord	3/4	9	1	1/2	1/2	1	485			ornamentTrill										
16	15	40	40	2.0	0	0	Chord	3/4	9	2	1/2	1/2	1	486	-las-												
16	15	42	42	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	487	auf												
16	15	40	40	0.5	0	0	Chord	3/4	10	1	1/8	1/8	1	488													
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	10	1	1/8	1/8	1	489													
16	15	41	41	2.0	1/4	1/4	Chord	3/4	10	1	1/2	1/2	1	490			ornamentTrill										
16	15	40	40	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	491													
16	15	41	41	1.0	1/4	1/4	Chord	3/4	11	1	1/4	1/4	1	492													
16	15	42	42	0.5	1/2	1/2	Chord	3/4	11	1	1/8	1/8	1	493													
16	15	85/2	85/2	0.5	5/8	5/8	Chord	3/4	11	1	1/8	1/8	1	494													
16	15	40	40	0.5	0	0	Chord	3/4	11	2	1/8	1/8	1	495													31
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	11	2	1/8	1/8	1	496													
16	15	41	41	1.0	1/4	1/4	Chord	3/4	11	2	1/4	1/4	1	497													
16	15	42	42	1.0	1/2	1/2	Chord	3/4	11	2	1/4	1/4	1	498													
16	15	40	40	0.0	0	0	FiguredBass	3/4	12	1	0												1/8	6			
16	15	40	40	0.5	0	0	Chord	3/4	12	1	1/8	1/8	1	499													
16	15	81/2	81/2	0.0	1/8	1/8	FiguredBass	3/4	12	1	0												1/8	6	4		
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	12	1	1/8	1/8	1	500													
16	15	41	41	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/4	6	5		
16	15	41	41	1.0	1/4	1/4	Chord	3/4	12	1	1/4	1/4	1	501													
16	15	42	42	0.0	1/2	1/2	FiguredBass	3/4	12	1	0												1/4	6	@		
16	15	42	42	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	502													
16	15	40	40	0.5	0	0	Chord	3/4	13	1	1/8	1/8	1	503													
16	15	81/2	81/2	0.5	1/8	1/8	Chord	3/4	13	1	1/8	1/8	1	504													
16	15	41	41	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	505													
16	15	42	42	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	506													
17	16	43	43	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	507													
17	16	45	45	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	508													
17	16	43	43	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	509													
17	16	45	45	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	510													
17	16	43	43	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	511													
17	16	45	45	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	512													
17	16	43	43	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	513													
17	16	45	45	0.5	1/2	1/2	Chord	3/4	8	1	1/8	1/8	1	514													
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	8	1	1/8	1/8	1	515													
17	16	43	43	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	516													
17	16	45	45	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	517	von												
17	16	43	43	2.0	0	0	Chord	3/4	9	2	1/2	1/2	1	518	ihn,												
17	16	45	45	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	519													
17	16	43	43	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	520													
17	16	45	45	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	521													
17	16	43	43	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	522													
17	16	45	45	0.5	1/2	1/2	Chord	3/4	11	1	1/8	1/8	1	523													
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	11	1	1/8	1/8	1	524													
17	16	43	43	2.0	0	0	Chord	3/4	11	2	1/2	1/2	1	525													
17	16	45	45	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	526													
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	527													
17	16	43	43	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	528													
17	16	45	45	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	529													
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	530													
17	16	43	43	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	531													
17	16	45	45	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	532													
17	16	91/2	91/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	533													
18	17	46	46	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	534													
18	17	48	48	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	535													
18	17	46	46	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	536													
18	17	48	48	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	537													
18	17	46	46	0.5	0	0	Chord	3/4	7	1	1/8	1/8	1	538													
18	17	93/2	93/2	0.5	1/8	1/8	Chord	3/4	7	1	1/8	1/8	1	539													
18	17	47	47	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	540													
18	17	48	48	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	541													
18	17	46	46	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	542													
18	17	47	47	2.0	1/4	1/4	Chord	3/4	8	1	1/2	1/2	1	543													32
18	17	46	46	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	544	Her-												
18	17	48	48	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	545	-zen												
18	17	46	46	0.5	0	0	Chord	3/4	9	2	1/8	1/8	1	546													33
18	17	93/2	93/2	0.5	1/8	1/8	Chord	3/4	9	2	1/8	1/8	1	547													33
18	17	47	47	1.0	1/4	1/4	Chord	3/4	9	2	1/4	1/4	1	548													
18	17	48	48	1.0	1/2	1/2	Chord	3/4	9	2	1/4	1/4	1	549													
18	17	46	46	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	550													
18	17	48	48	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	551													
18	17	46	46	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	552													
18	17	47	47	2.0	1/4	1/4	Chord	3/4	11	1	1/2	1/2	1	553													34
18	17	46	46	1.0	0	0	Chord	3/4	11	2	1/4	1/4	1	554													35
18	17	47	47	0.5	1/4	1/4	Chord	3/4	11	2	1/8	1/8	1	555													35
18	17	95/2	95/2	0.5	3/8	3/8	Chord	3/4	11	2	1/8	1/8	1	556													35
18	17	48	48	0.5	1/2	1/2	Chord	3/4	11	2	1/8	1/8	1	557													35
18	17	97/2	97/2	0.5	5/8	5/8	Chord	3/4	11	2	1/8	1/8	1	558													35
18	17	46	46	0.0	0	0	FiguredBass	3/4	12	1	0												1/4	6			
18	17	46	46	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	559													
18	17	47	47	0.0	1/4	1/4	FiguredBass	3/4	12	1	0												1/8	5			
18	17	47	47	0.5	1/4	1/4	Chord	3/4	12	1	1/8	1/8	1	560													
18	17	95/2	95/2	0.5	3/8	3/8	Chord	3/4	12	1	1/8	1/8	1	561													
18	17	48	48	0.5	1/2	1/2	Chord	3/4	12	1	1/8	1/8	1	562													
18	17	97/2	97/2	0.5	5/8	5/8	Chord	3/4	12	1	1/8	1/8	1	563													
18	17	46	46	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	564													
18	17	47	47	0.5	1/4	1/4	Chord	3/4	13	1	1/8	1/8	1	565													
18	17	95/2	95/2	0.5	3/8	3/8	Chord	3/4	13	1	1/8	1/8	1	566													
18	17	48	48	0.5	1/2	1/2	Chord	3/4	13	1	1/8	1/8	1	567													
18	17	97/2	97/2	0.5	5/8	5/8	Chord	3/4	13	1	1/8	1/8	1	568													
19	18	49	49	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	569													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	570													
19	18	49	49	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	571													
19	18	51	51	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	572													
19	18	49	49	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	573													
19	18	50	50	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	574													
